,num_reads
NT5M,3.0
MED9,44.0
PEMT,37.0
RAI1,14.0
SMCR5,73.0
SREBF1,15.0
TOM1L2,122.0
RP1-253P7.4,9.0
DRC3,30.0
ATPAF2,78.0
GID4,47.0
DRG2,142.0
MYO15A,12.0
RP11-258F1.1,16.0
ALKBH5,508.0
LLGL1,40.0
FLII,198.0
MIEF2,45.0
RP1-178F10.1,1.0
TOP3A,83.0
SMCR8,59.0
SHMT1,35.0
FLJ35934,7.0
FAM106A,2.0
ZNF286B,18.0
TRIM16L,12.0
TVP23B,79.0
CTD-2145A24.5,3.0
PRPSAP2,230.0
SLC5A10,6.0
FAM83G,12.0
GRAP,191.0
RP11-160E2.19,11.0
RP11-160E2.6,14.0
GRAPL,7.0
CTC-457L16.2,5.0
RP11-160E2.11,7.0
EPN2,7.0
MAPK7,45.0
SLC47A1,3.0
ALDH3A2,49.0
ULK2,21.0
RP11-78O7.2,13.0
AKAP10,196.0
SPECC1,8.0
CCDC144NL,4.0
USP22,303.0
DHRS7B,116.0
TMEM11,238.0
NATD1,13.0
MAP2K3,145.0
C17orf51,26.0
MTRNR2L1,166.0
WSB1,478.0
KSR1,15.0
LGALS9,18.0
RP11-138P22.1,40.0
LYRM9,145.0
NLK,27.0
TMEM97,21.0
IFT20,331.0
TNFAIP1,44.0
POLDIP2,160.0
TMEM199,127.0
SARM1,38.0
SLC46A1,5.0
CTD-2350C19.2,4.0
RP11-192H23.4,15.0
UNC119,119.0
PIGS,83.0
ALDOC,170.0
SPAG5,9.0
RP11-192H23.6,122.0
SGK494,167.0
KIAA0100,83.0
SDF2,281.0
SUPT6H,138.0
AC010761.13,2.0
PROCA1,37.0
RAB34,46.0
RPL23A,60806.0
AC010761.8,28.0
NEK8,59.0
AC010761.6,3.0
TRAF4,31.0
FAM222B,42.0
ERAL1,64.0
FLOT2,157.0
RP11-20B24.4,3.0
DHRS13,87.0
PHF12,118.0
SEZ6,44.0
MYO18A,12.0
TIAF1,4.0
NUFIP2,257.0
RP11-296K13.4,2.0
RP11-802D6.1,3.0
TAOK1,123.0
ABHD15,26.0
TP53I13,94.0
GIT1,63.0
ANKRD13B,3.0
CORO6,2.0
SSH2,184.0
RP11-338L22.2,3.0
EFCAB5,8.0
NSRP1,439.0
RP11-354P11.3,61.0
RP11-354P11.8,7.0
SLC6A4,7.0
RP11-354P11.2,3.0
BLMH,143.0
CPD,46.0
GOSR1,223.0
CRLF3,513.0
CTD-2349P21.9,9.0
ATAD5,55.0
RP13-753N3.1,14.0
TEFM,79.0
RNF135,21.0
RP11-848P1.4,17.0
NF1,74.0
EVI2B,1901.0
EVI2A,1167.0
RAB11FIP4,90.0
COPRS,57.0
UTP6,133.0
SUZ12,199.0
LRRC37B,58.0
CTD-2095E4.5,50.0
RHOT1,148.0
C17orf75,70.0
ZNF207,784.0
RP11-227G15.10,22.0
RP11-227G15.11,8.0
RP11-227G15.8,18.0
RP11-227G15.12,3.0
RP11-227G15.9,3.0
PSMD11,338.0
CDK5R1,16.0
MYO1D,5.0
TMEM132E,7.0
CCT6B,6.0
ZNF830,320.0
LIG3,66.0
RFFL,178.0
RP5-837J1.6,3.0
RAD51D,90.0
NLE1,38.0
RP11-799D4.4,31.0
SLFN5,767.0
RP11-47L3.1,125.0
SLFN11,29.0
RP11-686D22.5,2.0
SLFN12,12.0
SLFN13,11.0
SLFN12L,62.0
RP11-1094M14.12,3.0
RP11-1094M14.11,225.0
PEX12,12.0
AP2B1,211.0
TAF15,375.0
MMP28,23.0
AC015849.2,1.0
CCL5,1735.0
CCL4,76.0
ZNHIT3,581.0
MYO19,95.0
PIGW,18.0
GGNBP2,636.0
DHRS11,9.0
MRM1,33.0
CTB-75G16.3,3.0
CTD-3194G12.2,3.0
AATF,320.0
ACACA,16.0
TADA2A,30.0
DUSP14,67.0
SYNRG,392.0
DDX52,199.0
MRPL45,200.0
SOCS7,34.0
C17orf96,2.0
CTB-58E17.1,35.0
CTB-58E17.3,2.0
MLLT6,273.0
AC006449.2,2.0
CISD3,172.0
PSMB3,832.0
PIP4K2B,62.0
CWC25,299.0
RPL23,14411.0
LASP1,293.0
LINC00672,42.0
PLXDC1,10.0
CACNB1,14.0
RPL19,52098.0
STAC2,4.0
FBXL20,211.0
MED1,121.0
CDK12,229.0
RP11-390P24.1,12.0
NEUROD2,7.0
STARD3,207.0
TCAP,6.0
PGAP3,34.0
ERBB2,17.0
MIEN1,348.0
IKZF3,296.0
GSDMB,27.0
ORMDL3,276.0
PSMD3,295.0
MED24,78.0
THRA,125.0
NR1D1,50.0
MSL1,111.0
CASC3,216.0
WIPF2,194.0
CDC6,2.0
RARA,78.0
TOP2A,3.0
IGFBP4,3.0
CCR7,2212.0
SMARCE1,364.0
RP11-458J1.1,13.0
KRT10,1091.0
TMEM99,73.0
KRT15,4.0
EIF1,11505.0
HAP1,5.0
JUP,3.0
P3H4,20.0
NT5C3B,150.0
KLHL11,0.0
ACLY,103.0
CNP,154.0
DNAJC7,790.0
NKIRAS2,161.0
ZNF385C,2.0
DHX58,48.0
KAT2A,99.0
HSPB9,2.0
RAB5C,498.0
HCRT,3.0
GHDC,56.0
STAT5B,147.0
STAT5A,145.0
STAT3,600.0
ATP6V0A1,54.0
NAGLU,37.0
HSD17B1,13.0
RP11-400F19.6,31.0
COASY,143.0
MLX,271.0
PSMC3IP,10.0
FAM134C,250.0
TUBG1,39.0
TUBG2,20.0
CCR10,5.0
CTD-3193K9.4,18.0
CNTNAP1,2.0
EZH1,225.0
RAMP2-AS1,6.0
VPS25,133.0
COA3,263.0
CNTD1,3.0
BECN1,171.0
PSME3,112.0
AOC2,4.0
AARSD1,135.0
RUNDC1,147.0
RPL27,27376.0
IFI35,117.0
VAT1,77.0
RND2,3.0
BRCA1,29.0
RP11-242D8.1,101.0
NBR1,285.0
TMEM106A,71.0
LINC00910,17.0
ARL4D,15.0
DHX8,104.0
MEOX1,7.0
DUSP3,21.0
MPP2,4.0
RP11-527L4.2,1.0
NAGS,2.0
TMEM101,188.0
LSM12,237.0
G6PC3,42.0
HDAC5,246.0
ASB16,7.0
ASB16-AS1,96.0
TMUB2,172.0
ATXN7L3,52.0
UBTF,427.0
RP5-882C2.2,100.0
SLC4A1,7.0
SLC25A39,314.0
GRN,137.0
GPATCH8,568.0
MEIOC,5.0
CCDC43,84.0
DBF4B,29.0
HIGD1B,14.0
EFTUD2,118.0
DCAKD,54.0
NMT1,336.0
ACBD4,68.0
AC142472.6,49.0
HEXIM1,137.0
AC002117.1,155.0
HEXIM2,13.0
CTD-2020K17.1,210.0
FMNL1,773.0
CTD-2020K17.3,4.0
CTD-2020K17.4,41.0
MAP3K14-AS1,7.0
SPATA32,4.0
MAP3K14,60.0
ARHGAP27,77.0
PLEKHM1,72.0
RP11-798G7.8,10.0
RP11-798G7.5,4.0
RP11-798G7.6,7.0
CRHR1,7.0
MAPT,4.0
KANSL1,215.0
RP11-669E14.6,4.0
KANSL1-AS1,241.0
ARL17B,59.0
LRRC37A,3.0
LRRC37A2,31.0
ARL17A,143.0
FAM215B,418.0
NSF,55.0
GOSR2,105.0
CDC27,83.0
EFCAB13,19.0
NPEPPS,200.0
RP11-580I16.2,9.0
KPNB1,684.0
TBKBP1,3.0
TBX21,24.0
OSBPL7,45.0
MRPL10,185.0
LRRC46,4.0
SCRN2,115.0
SP2,83.0
SP2-AS1,5.0
PNPO,32.0
RP11-6N17.6,2.0
CDK5RAP3,351.0
COPZ2,3.0
NFE2L1,75.0
CBX1,326.0
SNX11,56.0
SKAP1,466.0
RP11-456D7.1,5.0
HOXB2,354.0
HOXB-AS1,114.0
HOXB3,16.0
HOXB4,56.0
HOXB7,3.0
CALCOCO2,252.0
ATP5G1,692.0
UBE2Z,159.0
SNF8,416.0
GNGT2,9.0
ABI3,78.0
ZNF652,221.0
PHB,467.0
RP11-1079K10.4,6.0
SPOP,411.0
SLC35B1,140.0
FAM117A,128.0
KAT7,167.0
RP11-304F15.3,3.0
ITGA3,21.0
PDK2,96.0
PPP1R9B,61.0
XYLT2,41.0
MRPL27,215.0
EME1,2.0
LRRC59,155.0
ACSF2,19.0
RSAD1,162.0
MYCBPAP,8.0
SPATA20,19.0
ANKRD40,140.0
RP11-294J22.6,150.0
LUC7L3,1535.0
TOB1,332.0
RP11-700H6.1,14.0
SPAG9,143.0
NME1,177.0
NME2,101.0
MBTD1,46.0
UTP18,293.0
RP11-1018N14.1,3.0
TOM1L1,3.0
COX11,318.0
STXBP4,7.0
HLF,3.0
RP11-515O17.2,1.0
MMD,36.0
PCTP,12.0
NOG,281.0
C17orf67,63.0
DGKE,99.0
TRIM25,45.0
RP11-670E13.6,3.0
COIL,176.0
SCPEP1,151.0
RP11-166P13.3,11.0
AKAP1,83.0
RP11-166P13.4,47.0
MSI2,192.0
MRPS23,316.0
VEZF1,226.0
RP11-159D12.5,6.0
RP11-159D12.2,24.0
SRSF1,568.0
DYNLL2,110.0
RP11-506H21.5,2.0
MKS1,23.0
BZRAP1,4.0
BZRAP1-AS1,51.0
RP5-1171I10.5,1509.0
SUPT4H1,813.0
RNF43,67.0
HSF5,9.0
MTMR4,161.0
SEPT4,5.0
TEX14,8.0
RAD51C,132.0
TRIM37,47.0
AC099850.1,11.0
SKA2,116.0
PRR11,10.0
SMG8,10.0
GDPD1,22.0
YPEL2,272.0
DHX40,73.0
RP11-758H9.2,94.0
CLTC,168.0
PTRH2,68.0
VMP1,340.0
TUBD1,144.0
RPS6KB1,107.0
RNFT1,132.0
RP11-178C3.2,4.0
HEATR6,30.0
USP32,85.0
APPBP2,146.0
RP11-15E18.1,4.0
PPM1D,46.0
BCAS3,34.0
NACA2,680.0
BRIP1,1.0
INTS2,38.0
MED13,107.0
METTL2A,73.0
TLK2,85.0
MARCH10,9.0
TANC2,13.0
CYB561,26.0
ACE,2.0
DCAF7,262.0
TACO1,98.0
MAP3K3,98.0
LIMD2,3519.0
STRADA,24.0
CCDC47,153.0
DDX42,207.0
FTSJ3,93.0
PSMC5,776.0
SMARCD2,106.0
CD79B,104.0
PRR29-AS1,4.0
PRR29,15.0
ICAM2,542.0
ERN1,93.0
SNHG25,647.0
TEX2,25.0
PECAM1,39.0
MILR1,8.0
POLG2,104.0
DDX5,5071.0
CEP95,147.0
SMURF2,116.0
LRRC37A3,12.0
RP11-927P21.1,3.0
RP11-583F2.2,1.0
GNA13,113.0
RP11-583F2.5,3.0
RGS9,4.0
AXIN2,36.0
PRKCA,507.0
HELZ,162.0
RP11-401F2.3,4.0
PSMD12,325.0
PITPNC1,195.0
NOL11,238.0
BPTF,505.0
KPNA2,84.0
RP11-147L13.11,22.0
RP11-147L13.12,29.0
RP11-147L13.13,20.0
RP11-147L13.14,15.0
RP11-147L13.8,12.0
RP11-147L13.15,36.0
RP11-147L13.2,3.0
AMZ2,265.0
ARSG,81.0
SLC16A6,8.0
WIPI1,21.0
PRKAR1A,380.0
ABCA10,1.0
ABCA5,86.0
MAP2K6,42.0
RP1-193H18.2,4.0
LINC01483,5.0
LINC00511,9.0
SLC39A11,17.0
SSTR2,14.0
COG1,170.0
RP11-143K11.7,4.0
FAM104A,240.0
C17orf80,37.0
CDC42EP4,1.0
SDK2,14.0
RPL38,35559.0
MGC16275,19.0
TTYH2,16.0
KIF19,10.0
GPRC5C,2.0
CD300A,53.0
RAB37,25.0
SLC9A3R1,401.0
NAT9,189.0
TMEM104,15.0
GRIN2C,5.0
FDXR,87.0
HID1,27.0
ICT1,145.0
KCTD2,40.0
ATP5H,1248.0
SLC16A5,15.0
ARMC7,58.0
NT5C,209.0
HN1,338.0
SUMO2,3007.0
NUP85,96.0
GGA3,87.0
MRPS7,386.0
MIF4GD,192.0
RP11-649A18.12,6.0
SLC25A19,54.0
GRB2,429.0
TMEM94,34.0
TSEN54,147.0
LLGL2,35.0
MYO15B,32.0
RECQL5,61.0
SAP30BP,265.0
GALK1,45.0
H3F3B,5979.0
UNK,130.0
UNC13D,186.0
WBP2,536.0
TRIM47,35.0
TRIM65,106.0
MRPL38,36.0
FBF1,73.0
ACOX1,65.0
SRP68,243.0
EXOC7,461.0
FOXJ1,2.0
RP11-449J21.5,34.0
RNF157,142.0
UBALD2,245.0
QRICH2,3.0
PRPSAP1,238.0
UBE2O,82.0
RHBDF2,59.0
ST6GALNAC2,10.0
ST6GALNAC1,17.0
RP11-318A15.2,12.0
MXRA7,16.0
JMJD6,187.0
METTL23,419.0
SRSF2,1509.0
MFSD11,141.0
MGAT5B,4.0
SEC14L1,63.0
SEPT9,1409.0
RP11-936I5.1,32.0
TNRC6C,283.0
TMC6,330.0
TMC8,301.0
SYNGR2,222.0
TK1,2.0
AFMID,7.0
BIRC5,0.0
RP11-219G17.4,5.0
SOCS3,12.0
PGS1,143.0
DNAH17,4.0
CTD-2357A8.3,2.0
CYTH1,662.0
USP36,148.0
TIMP2,4.0
LGALS3BP,126.0
CANT1,102.0
ENGASE,66.0
RBFOX3,2.0
HP09025,3.0
CBX8,9.0
CBX4,54.0
TBC1D16,2.0
CCDC40,4.0
GAA,32.0
EIF4A3,368.0
RP11-334C17.6,4.0
CARD14,7.0
RP11-334C17.5,49.0
SGSH,46.0
SLC26A11,80.0
RNF213,737.0
CTD-2047H16.4,11.0
ENDOV,121.0
RPTOR,35.0
CTD-2561B21.5,3.0
CHMP6,107.0
CTD-2561B21.11,11.0
BAIAP2-AS1,14.0
BAIAP2,19.0
CEP131,20.0
ENTHD2,58.0
C17orf89,579.0
SLC38A10,122.0
ACTG1,5009.0
FAAP100,39.0
NPLOC4,87.0
TSPAN10,48.0
OXLD1,403.0
CCDC137,151.0
ARL16,229.0
HGS,138.0
RP13-1032I1.11,2.0
RP13-1032I1.7,82.0
MRPL12,188.0
SLC25A10,8.0
FAM195B,309.0
P4HB,781.0
RP11-498C9.3,9.0
ARHGDIA,930.0
RP11-498C9.15,19.0
RP11-498C9.16,2.0
ALYREF,41.0
ANAPC11,771.0
PCYT2,109.0
SIRT7,287.0
MAFG,150.0
PYCR1,56.0
ASPSCR1,145.0
STRA13,299.0
LRRC45,35.0
DCXR,469.0
RP13-650J16.1,11.0
RFNG,35.0
GPS1,205.0
DUS1L,144.0
FASN,12.0
CCDC57,109.0
SLC16A3,18.0
CSNK1D,292.0
RP13-516M14.4,28.0
RP13-516M14.1,5.0
CD7,569.0
SECTM1,4.0
OGFOD3,101.0
HEXDC,135.0
C17orf62,261.0
NARF,281.0
RP13-991F5.2,2.0
FOXK2,31.0
RP13-638C3.4,12.0
WDR45B,181.0
RAB40B,36.0
FN3KRP,171.0
FN3K,28.0
TBCD,136.0
B3GNTL1,34.0
USP14,336.0
THOC1,136.0
RP11-705O1.8,5.0
COLEC12,25.0
CLUL1,5.0
TYMS,3.0
ENOSF1,180.0
YES1,27.0
RP11-769O8.1,4.0
RP11-769O8.2,1.0
RP11-672L10.6,13.0
METTL4,136.0
NDC80,25.0
SMCHD1,679.0
EMILIN2,2.0
LPIN2,315.0
MYOM1,8.0
RP13-270P17.3,25.0
MYL12A,4008.0
RP13-270P17.1,5.0
MYL12B,2494.0
TGIF1,285.0
DLGAP1-AS1,147.0
DLGAP1-AS2,4.0
RP11-835E18.5,3.0
LINC00526,41.0
LINC00667,362.0
ZBTB14,100.0
EPB41L3,12.0
L3MBTL4,1.0
PTPRM,4.0
RAB12,8.0
NDUFV2,870.0
RP11-143J12.3,2.0
NDUFV2-AS1,162.0
ANKRD12,2177.0
TWSG1,33.0
RALBP1,396.0
PPP4R1,25.0
RP11-474N24.6,2.0
VAPA,873.0
NAPG,80.0
GNAL,7.0
CHMP1B,448.0
RP11-78A19.3,5.0
MPPE1,209.0
RP11-820I16.4,9.0
IMPA2,26.0
ANKRD62,3.0
AFG3L2,185.0
RP11-861E21.2,2.0
PSMG2,537.0
CEP76,25.0
RP11-973H7.1,2.0
PTPN2,388.0
SEH1L,76.0
CEP192,53.0
RP11-794M8.1,2.0
LDLRAD4,79.0
RP11-53B2.3,4.0
FAM210A,88.0
RNMT,424.0
ZNF519,34.0
CYP4F35P,7.0
ROCK1,541.0
GREB1L,3.0
ESCO1,223.0
SNRPD1,607.0
ABHD3,226.0
MIB1,38.0
RP11-535A5.1,10.0
CTAGE1,4.0
RBBP8,8.0
TMEM241,12.0
RIOK3,126.0
C18orf8,99.0
NPC1,44.0
TTC39C,423.0
TTC39C-AS1,8.0
CABYR,4.0
OSBPL1A,24.0
IMPACT,51.0
SS18,192.0
PSMA8,6.0
TAF4B,40.0
KCTD1,4.0
DSC1,16.0
DSG3,9.0
DSG2,3.0
TRAPPC8,69.0
RP11-326K13.4,10.0
RNF125,178.0
RP11-53I6.3,15.0
RNF138,220.0
RP11-53I6.4,5.0
AC021224.1,2.0
MAPRE2,122.0
RP11-294N21.3,1.0
ZNF397,478.0
ZSCAN30,29.0
RP11-158H5.8,30.0
RP11-158H5.7,3.0
ZNF24,388.0
ZNF396,6.0
RP11-322E11.2,2.0
INO80C,111.0
GALNT1,103.0
RP11-873E20.1,3.0
C18orf21,130.0
RPRD1A,172.0
SLC39A6,93.0
ELP2,361.0
MOCOS,3.0
TPGS2,193.0
KIAA1328,47.0
CELF4,3.0
RP11-95O2.5,3.0
PIK3C3,107.0
SLC14A2,12.0
SLC14A1,2.0
EPG5,70.0
PSTPIP2,35.0
ATP5A1,1453.0
HAUS1,163.0
C18orf25,63.0
RNF165,4.0
PIAS2,168.0
KATNAL2,5.0
HDHD2,93.0
IER3IP1,366.0
SMAD2,332.0
CTIF,3.0
SMAD7,29.0
DYM,97.0
C18orf32,156.0
RPL17-C18orf32,2.0
MIR1539,3.0
RPL17,6889.0
LIPG,7.0
ACAA2,156.0
SNHG22,7.0
CFAP53,14.0
MBD1,158.0
CXXC1,294.0
SKA1,2.0
ME2,202.0
ELAC1,69.0
SMAD4,104.0
MEX3C,63.0
MBD2,85.0
RP11-850A17.1,5.0
POLI,41.0
C18orf54,3.0
RAB27B,8.0
TCF4,10.0
CTD-2008L17.2,3.0
TXNL1,673.0
WDR7,40.0
FECH,47.0
RP11-706P11.2,11.0
NARS,543.0
RP11-35G9.3,100.0
RP11-35G9.5,5.0
ATP8B1,7.0
RP11-126O1.6,3.0
MALT1,235.0
RP11-108P20.3,2.0
ZNF532,3.0
SEC11C,571.0
LMAN1,295.0
CCBE1,10.0
PMAIP1,199.0
RP11-866E20.3,5.0
PIGN,18.0
KIAA1468,26.0
ZCCHC2,56.0
RP11-120K19.4,4.0
PHLPP1,5.0
BCL2,158.0
KDSR,367.0
RP11-635N19.1,80.0
VPS4B,393.0
SERPINB8,19.0
DSEL,19.0
TMX3,82.0
CCDC102B,42.0
CD226,87.0
RTTN,10.0
SOCS6,7.0
GTSCR1,170.0
FBXO15,9.0
TIMM21,70.0
CYB5A,298.0
CNDP2,283.0
CNDP1,4.0
LINC00909,213.0
ZNF407,31.0
RP11-405M12.3,9.0
RP11-405M12.4,30.0
ZADH2,108.0
TSHZ1,87.0
ZNF516,43.0
RP11-17M16.2,9.0
RP11-162A12.2,5.0
ZNF236,66.0
MBP,606.0
GALR1,1.0
ATP9B,96.0
NFATC1,177.0
RP11-567M16.6,11.0
CTDP1,109.0
PQLC1,33.0
HSBP1L1,248.0
TXNL4A,334.0
RP11-795F19.5,5.0
RBFA,92.0
RP11-795F19.1,8.0
ADNP2,40.0
C20orf96,19.0
ZCCHC3,57.0
NRSN2-AS1,5.0
SOX12,24.0
NRSN2,3.0
TRIB3,52.0
RBCK1,408.0
TBC1D20,137.0
CSNK2A1,187.0
FAM110A,112.0
PSMF1,357.0
RP4-545L17.11,2.0
SNPH,42.0
SDCBP2,5.0
SDCBP2-AS1,42.0
RP11-314N13.3,13.0
FKBP1A,796.0
NSFL1C,350.0
SIRPG,161.0
SIRPG-AS1,5.0
STK35,27.0
SNRPB,748.0
ZNF343,29.0
NOP56,515.0
IDH3B,367.0
PCED1A,64.0
VPS16,90.0
PTPRA,269.0
MRPS26,368.0
OXT,32.0
AVP,2.0
UBOX5,80.0
FASTKD5,102.0
RP5-1187M17.10,31.0
DDRGK1,326.0
ITPA,152.0
C20orf194,23.0
ATRN,11.0
C20orf27,173.0
CENPB,73.0
CDC25B,706.0
RP5-1009E24.8,15.0
AP5S1,54.0
MAVS,220.0
RP11-119B16.2,73.0
PANK2,235.0
RNF24,152.0
PRNP,304.0
RASSF2,46.0
SLC23A2,22.0
RP5-1116H23.4,2.0
RP5-1116H23.3,4.0
TMEM230,808.0
PCNA,263.0
CDS2,215.0
GPCPD1,118.0
C20orf196,59.0
TRMT6,130.0
MCM8,36.0
RP5-967N21.11,4.0
CRLS1,161.0
TMX4,188.0
PLCB1,6.0
ANKEF1,21.0
MKKS,312.0
SLX4IP,34.0
RP11-268G13.1,2.0
ISM1,11.0
TASP1,53.0
ESF1,528.0
NDUFAF5,35.0
KIF16B,42.0
AL049794.1,6.0
SNRPB2,964.0
DSTN,521.0
RRBP1,99.0
SNX5,250.0
MGME1,63.0
PET117,117.0
CSRP2BP,45.0
ZNF133,18.0
DZANK1,7.0
POLR3F,66.0
RBBP9,28.0
SEC23B,119.0
LINC00493,1323.0
DTD1,100.0
RP5-1068E13.7,64.0
NAA20,360.0
CRNKL1,89.0
RALGAPA2,102.0
KIZ,178.0
KIZ-AS1,12.0
RP1-198K11.5,29.0
XRN2,425.0
RP1-167O22.1,19.0
NXT1,295.0
LINC01431,8.0
GZF1,34.0
NAPB,61.0
CST3,5.0
CST7,275.0
APMAP,281.0
ACSS1,170.0
ENTPD6,81.0
RP5-965G21.3,7.0
PYGB,61.0
ABHD12,84.0
GINS1,1.0
NINL,5.0
NANP,10.0
ZNF337-AS1,13.0
ZNF337,67.0
RP13-401N8.1,5.0
FAM182B,2.0
LINC01597,9.0
HM13,433.0
RP3-324O17.8,2.0
BCL2L1,43.0
RP11-243J16.7,5.0
ABALON,3.0
TPX2,2.0
TTLL9,3.0
PDRG1,165.0
TM9SF4,81.0
PLAGL2,23.0
POFUT1,37.0
KIF3B,32.0
ASXL1,182.0
NOL4L,103.0
RP5-1184F4.7,20.0
COMMD7,294.0
MAPRE1,366.0
RP5-1085F17.3,108.0
CDK5RAP1,129.0
SNTA1,7.0
CBFA2T2,229.0
NECAB3,22.0
C20orf144,8.0
ACTL10,30.0
E2F1,4.0
PXMP4,69.0
ZNF341,13.0
CHMP4B,389.0
RALY-AS1,5.0
RALY,576.0
EIF2S2,1871.0
AHCY,148.0
ITCH,97.0
ITCH-AS1,3.0
DYNLRB1,715.0
MAP1LC3A,8.0
PIGU,57.0
NCOA6,53.0
TP53INP2,4.0
GGT7,62.0
ACSS2,38.0
GSS,103.0
MYH7B,13.0
TRPC4AP,166.0
EDEM2,116.0
PROCR,7.0
MMP24-AS1,466.0
MMP24,1.0
EIF6,379.0
UQCC1,83.0
CEP250,101.0
RP3-477O4.14,57.0
ERGIC3,799.0
SPAG4,2.0
CPNE1,484.0
RBM12,102.0
NFS1,61.0
ROMO1,512.0
RBM39,2014.0
PHF20,455.0
SCAND1,754.0
CNBD2,45.0
LINC00657,308.0
AAR2,88.0
DLGAP4,111.0
DLGAP4-AS1,7.0
TGIF2,112.0
C20orf24,402.0
SLA2,107.0
NDRG3,117.0
DSN1,50.0
SAMHD1,438.0
RBL1,50.0
MROH8,4.0
RPN2,596.0
MANBAL,70.0
SRC,3.0
BLCAP,274.0
CTNNBL1,216.0
TTI1,43.0
RPRD1B,73.0
RP4-564F22.5,4.0
RALGAPB,63.0
ACTR5,41.0
PPP1R16B,34.0
FAM83D,5.0
DHX35,21.0
TOP1,339.0
PLCG1-AS1,3.0
PLCG1,70.0
ZHX3,18.0
CHD6,225.0
SRSF6,526.0
L3MBTL1,18.0
RP1-138B7.7,4.0
IFT52,76.0
GTSF1L,2.0
OSER1,225.0
OSER1-AS1,111.0
FITM2,19.0
TTPAL,238.0
SERINC3,365.0
PKIG,9.0
ADA,91.0
LINC01260,6.0
YWHAB,1944.0
PABPC1L,18.0
TOMM34,38.0
STK4,1832.0
SYS1,247.0
PIGT,143.0
RP3-453C12.15,11.0
RP3-461P17.10,2.0
DNTTIP1,96.0
SNX21,6.0
ACOT8,126.0
ZSWIM3,19.0
ZSWIM1,33.0
NEURL2,14.0
CTSA,201.0
PCIF1,180.0
ZNF335,55.0
SLC12A5,6.0
NCOA5,63.0
CD40,24.0
SLC35C2,209.0
ELMO2,76.0
TP53RK,168.0
ZMYND8,160.0
RP4-569M23.5,7.0
NCOA3,179.0
SULF2,116.0
PREX1,79.0
RP5-906C1.1,9.0
ARFGEF2,44.0
CSE1L,145.0
STAU1,315.0
DDX27,442.0
ZNFX1,168.0
ZFAS1,3737.0
B4GALT5,6.0
SLC9A8,21.0
SPATA2,28.0
RNF114,357.0
UBE2V1,70.0
TMEM189,102.0
CEBPB-AS1,10.0
CEBPB,867.0
PTPN1,176.0
FAM65C,20.0
PARD6B,43.0
BCAS4,223.0
ADNP,149.0
ADNP-AS1,7.0
DPM1,461.0
MOCS3,82.0
NFATC2,130.0
ZFP64,57.0
TSHZ2,1063.0
ZNF217,113.0
BCAS1,3.0
PFDN4,351.0
FAM210B,141.0
AURKA,9.0
CSTF1,157.0
CASS4,15.0
RTFDC1,489.0
FAM209A,4.0
FAM209B,6.0
BMP7,2.0
RAE1,164.0
MTRNR2L3,15.0
RP4-800J21.3,27.0
RBM38,257.0
ZBP1,35.0
PMEPA1,69.0
NKILA,9.0
RAB22A,216.0
VAPB,143.0
STX16,238.0
STX16-NPEPL1,4.0
NPEPL1,37.0
GNAS-AS1,5.0
GNAS,1348.0
RP1-309F20.3,3.0
NELFCD,338.0
CTSZ,22.0
TUBB1,1.0
ATP5E,8058.0
PRELID3B,314.0
RP3-492J12.2,20.0
ZNF831,20.0
SYCP2,6.0
FAM217B,158.0
PPP1R3D,58.0
CDH26,3.0
RP11-429E11.3,16.0
TAF4,52.0
LSM14B,59.0
PSMA7,2070.0
SS18L1,35.0
MTG2,95.0
OSBPL2,102.0
ADRM1,509.0
RP5-908M14.9,14.0
RPS21,28015.0
CABLES2,7.0
RP11-93B14.9,10.0
LINC00659,4.0
MRGBP,68.0
OGFR,346.0
TCFL5,15.0
DIDO1,237.0
RP4-563E14.1,28.0
GID8,421.0
HAR1B,6.0
HAR1A,40.0
YTHDF1,115.0
ARFGAP1,72.0
KCNQ2,3.0
PPDPF,5281.0
PTK6,14.0
HELZ2,43.0
GMEB2,65.0
CTD-3184A7.4,292.0
STMN3,448.0
ARFRP1,237.0
RP4-583P15.16,2.0
LIME1,3.0
SLC2A4RG,220.0
RP4-583P15.10,14.0
RP4-591C20.9,19.0
TPD52L2,201.0
DNAJC5,104.0
UCKL1,97.0
UCKL1-AS1,14.0
ZNF512B,26.0
SAMD10,8.0
PRPF6,408.0
LINC00176,2.0
TCEA2,107.0
RGS19,124.0
OPRL1,4.0
LKAAEAR1,3.0
PCMTD2,220.0
LINC00266-1,3.0
CTD-3113P16.11,9.0
PLPP2,2.0
MIER2,42.0
MADCAM1,33.0
AC005775.2,2.0
TPGS1,247.0
CDC34,58.0
GZMM,375.0
AC009005.2,5.0
BSG,687.0
HCN2,3.0
POLRMT,123.0
FGF22,24.0
RNF126,344.0
AC004156.3,4.0
FSTL3,23.0
PTBP1,428.0
CFD,13.0
MED16,115.0
R3HDM4,351.0
KISS1R,9.0
ARID3A,83.0
WDR18,143.0
LLNLR-284B4.2,7.0
TMEM259,305.0
CNN2,478.0
ABCA7,68.0
HMHA1,1124.0
POLR2E,362.0
GPX4,2541.0
SBNO2,27.0
STK11,58.0
ATP5D,1749.0
MIDN,61.0
CIRBP,2643.0
C19orf24,566.0
MUM1,219.0
NDUFS7,524.0
GAMT,159.0
DAZAP1,233.0
RPS15,46459.0
CTB-25B13.5,19.0
APC2,3.0
